statenum,casenum,numfatal,speeding,body,class
54,183,1,0,6,small
4,12,1,0,20,large
17,573,1,1,14,large
26,906,2,0,4,small
45,91,1,1,14,large
47,821,1,0,4,small
53,261,1,1,14,large
29,809,1,1,2,small
40,156,1,0,15,large
47,429,1,0,34,large
47,813,1,0,4,small
54,76,1,1,34,large
18,414,1,1,34,large
5,14,1,1,34,large
12,2626,1,0,14,large
34,241,1,0,15,large
39,130,2,0,6,small
6,3076,1,0,4,small
45,258,1,0,34,large
54,79,2,0,4,small
12,2786,1,1,14,large
41,281,1,1,4,small
42,737,1,0,14,large
51,582,2,1,4,small
4,819,1,0,34,large
12,156,1,1,2,small
29,846,1,1,20,large
48,3123,3,0,4,small
12,2856,1,0,4,small
36,854,1,0,5,small
41,376,1,0,14,large
6,2319,1,0,14,large
8,118,1,1,15,large
48,3072,1,0,34,large
6,458,1,0,34,large
13,6,1,0,21,large
40,448,1,0,67,large
31,153,1,0,34,large
37,654,1,0,17,small
40,11,1,0,34,large
22,336,1,0,4,small
29,775,1,0,34,large
37,667,1,1,21,large
4,886,1,0,9,rej
5,353,1,0,21,large
6,703,1,0,14,large
22,328,1,0,4,small
28,559,1,0,14,large
4,643,1,0,15,large
6,1992,1,0,34,large
6,2549,1,1,14,large
33,73,1,0,21,large
36,443,1,0,15,large
6,1051,1,0,34,large
8,349,1,0,4,small
22,446,1,0,34,large
49,71,1,0,14,large
1,453,1,0,34,large
5,418,1,0,20,large
17,63,1,0,14,large
6,1011,1,1,34,large
17,349,1,0,14,large
27,51,1,1,14,large
48,2524,1,0,34,large
51,14,1,0,4,small
22,155,1,1,4,small
26,192,1,0,34,large
34,229,1,0,4,small
39,459,1,1,34,large
42,860,1,1,2,small
6,1870,2,1,4,small
34,498,1,0,4,small
36,508,1,1,14,large
48,203,1,0,34,large
1,872,1,0,4,small
6,2271,1,1,14,large
6,2282,2,1,34,large
37,732,2,0,14,large
39,1121,1,1,4,small
42,402,1,0,34,large
48,926,1,1,6,small
6,392,1,1,6,small
6,3300,1,0,4,small
8,90,1,1,34,large
8,530,1,0,4,small
10,105,1,1,4,small
12,1845,1,0,14,large
39,83,1,0,4,small
47,131,1,0,34,large
48,1531,2,0,5,small
4,852,1,0,5,small
6,236,1,1,14,large
42,500,1,1,15,large
44,69,2,1,20,large
12,1740,1,0,14,large
18,665,1,0,34,large
24,78,1,0,34,large
47,248,1,0,34,large
51,407,1,1,34,large
34,557,1,0,14,large
42,768,1,0,6,small
45,407,2,0,4,small
45,862,1,0,34,large
53,99,1,0,34,large
28,425,1,0,78,large
48,1672,1,0,2,small
53,349,1,0,5,small
53,442,1,1,14,large
13,397,1,0,14,large
37,755,2,1,34,large
42,96,1,0,34,large
1,347,2,0,20,large
47,285,1,0,14,large
48,1654,1,1,4,small
5,237,1,1,4,small
13,425,1,0,14,large
13,1399,1,0,4,small
19,237,1,0,34,large
37,421,1,0,15,large
41,75,1,1,34,large
48,336,1,0,34,large
12,2345,1,0,21,large
24,168,1,0,4,small
39,870,1,1,4,small
48,1494,1,0,4,small
48,2670,1,0,34,large
54,84,1,0,4,small
12,2993,1,0,34,large
13,1211,1,0,34,large
13,1299,1,0,2,small
48,371,1,0,4,small
48,1416,1,0,14,large
48,2013,3,1,2,small
48,2928,1,1,15,large
1,14,1,1,14,large
6,1463,1,0,4,small
17,161,2,1,20,large
41,336,1,0,4,small
53,484,1,1,34,large
6,67,2,0,34,large
12,1558,1,0,34,large
13,160,1,0,4,small
36,840,1,1,9,rej
53,386,1,0,4,small
19,76,1,0,34,large
22,453,1,0,4,small
35,303,1,1,67,large
53,378,1,0,4,small
6,554,1,0,5,small
21,424,1,0,34,large
22,588,1,0,4,small
26,533,1,0,20,large
37,508,1,1,34,large
53,343,1,1,1,small
37,912,1,0,34,large
38,53,1,0,34,large
48,1501,1,1,4,small
53,538,1,0,4,small
54,181,1,1,34,large
55,223,1,0,4,small
6,753,1,0,34,large
6,3277,2,0,4,small
28,138,1,0,15,large
29,242,1,1,20,large
29,398,1,0,4,small
37,436,1,0,2,small
41,251,1,0,14,large
6,2602,1,0,2,small
12,2103,1,0,4,small
48,2996,1,1,5,small
55,86,1,1,4,small
6,2897,1,0,34,large
21,322,1,0,20,large
25,197,1,0,34,large
40,468,1,0,34,large
47,794,1,1,4,small
12,1218,1,0,14,large
25,177,1,1,34,large
30,166,1,1,34,large
42,1084,1,0,4,small
29,551,1,0,4,small
48,1831,3,1,4,small
6,3195,1,1,14,large
13,1108,1,1,4,small
16,182,1,0,34,large
17,224,1,0,14,large
22,194,1,0,15,large
47,869,1,0,14,large
6,1709,2,0,4,small
17,434,1,1,4,small
17,446,1,0,4,small
31,36,1,0,34,large
36,636,2,0,34,large
55,18,2,1,4,small
20,195,1,0,34,large
47,249,1,0,34,large
49,99,1,0,14,large
1,425,1,0,34,large
8,475,1,1,34,large
9,140,1,0,4,small
21,722,2,0,4,small
41,357,1,0,14,large
1,228,1,0,15,large
6,160,1,0,4,small
6,1972,1,1,34,large
17,90,4,1,4,small
17,1004,1,1,14,large
45,502,1,0,20,large
6,701,1,1,15,large
6,3360,1,1,6,small
19,293,1,0,14,large
26,462,1,0,34,large
32,276,1,0,4,small
42,105,1,0,6,small
48,3226,1,1,14,large
13,384,1,0,4,small
13,502,1,0,4,small
13,562,1,0,6,small
25,232,1,1,4,small
40,48,1,0,14,large
48,289,1,1,34,large
55,320,1,0,4,small
10,86,1,1,4,small
42,23,1,1,20,large
45,493,1,0,4,small
50,1,1,1,14,large
54,174,1,0,34,large
21,420,1,0,6,small
47,411,1,0,14,large
6,1748,1,1,4,small
6,2486,1,0,34,large
8,137,1,0,34,large
39,173,1,1,34,large
4,756,1,0,4,small
6,1443,1,0,4,small
26,39,1,0,34,large
39,75,1,0,4,small
48,496,1,0,4,small
13,1319,1,0,2,small
24,268,1,0,14,large
25,248,2,0,2,small
37,1135,1,0,20,large
47,256,1,0,34,large
12,2750,1,0,4,small
21,466,1,0,4,small
34,337,1,1,15,large
47,884,1,0,34,large
55,322,1,0,16,large
6,2214,1,0,5,small
12,2848,1,0,34,large
13,109,1,0,1,small
47,70,3,0,14,large
48,1360,1,0,15,large
21,439,1,1,67,large
48,2656,1,1,5,small
12,1950,1,1,4,small
48,937,1,0,67,large
18,380,2,0,6,small
18,66,1,0,14,large
18,342,1,1,2,small
36,155,1,0,4,small
39,820,1,0,1,small
45,564,1,1,34,large
18,684,1,0,34,large
33,16,1,1,6,small
36,10,1,1,4,small
42,661,1,1,4,small
45,236,1,0,14,large
48,2650,1,0,34,large
35,68,1,1,20,large
40,452,2,1,4,small
48,156,1,1,34,large
54,151,1,0,14,large
1,495,1,0,14,large
26,932,1,0,4,small
29,317,1,1,4,small
48,156,1,1,14,large
54,110,1,1,21,large
19,82,1,0,5,small
13,1322,1,0,14,large
17,346,1,0,9,rej
17,977,1,0,14,large
20,284,2,0,34,large
48,2385,1,0,34,large
48,3239,3,0,15,large
6,3098,1,1,14,large
12,2939,1,0,20,large
49,91,1,0,34,large
6,315,1,0,9,rej
16,82,2,0,14,large
16,100,1,0,20,large
22,120,1,1,34,large
28,115,1,0,3,small
42,444,1,0,14,large
48,3358,1,1,4,small
1,250,1,0,4,small
23,6,2,0,20,large
36,552,1,0,6,small
45,209,1,0,4,small
1,676,1,0,14,large
12,2135,1,0,2,small
13,319,1,0,4,small
13,1427,1,0,34,large
24,169,1,0,4,small
42,89,1,0,34,large
6,872,1,1,14,large
30,167,1,0,6,small
36,891,1,1,4,small
1,235,1,0,15,large
12,2316,1,0,2,small
21,690,1,0,4,small
36,150,1,0,4,small
37,47,1,0,1,small
41,323,1,1,14,large
47,159,1,0,67,large
23,68,1,0,34,large
26,802,1,0,2,small
34,532,1,0,4,small
47,933,1,0,4,small
48,329,1,0,14,large
12,682,1,0,4,small
12,2099,1,0,6,small
39,38,1,0,15,large
42,51,2,0,14,large
42,253,1,0,6,small
45,201,1,0,4,small
47,195,1,0,4,small
47,925,1,0,4,small
53,141,1,1,14,large
55,168,1,0,4,small
12,1420,1,0,4,small
12,2995,1,0,4,small
16,192,2,1,15,large
22,496,1,0,34,large
48,1466,1,0,34,large
48,1723,1,0,14,large
48,1920,1,1,14,large
2,14,1,0,4,small
31,24,2,0,34,large
34,257,1,0,4,small
48,1034,1,0,4,small
6,235,1,0,4,small
34,249,1,0,4,small
1,419,1,0,34,large
8,535,1,0,4,small
1,427,1,1,34,large
6,1142,1,0,34,large
6,1602,1,0,14,large
6,2529,1,1,14,large
17,804,1,1,14,large
21,501,1,0,4,small
34,351,1,0,4,small
42,962,1,1,4,small
6,1620,1,0,2,small
12,3009,1,0,4,small
31,196,1,0,4,small
46,97,1,1,4,small
51,787,1,0,4,small
13,590,1,0,2,small
13,706,1,0,4,small
19,99,1,0,20,large
20,361,1,0,4,small
22,561,1,0,34,large
36,648,1,0,20,large
51,63,1,0,34,large
1,308,1,0,14,large
1,787,1,0,34,large
12,540,1,0,14,large
35,10,2,1,4,small
53,377,1,0,4,small
36,772,1,0,34,large
47,181,1,0,4,small
1,698,1,0,14,large
10,16,1,0,14,large
24,28,1,0,21,large
47,738,1,0,4,small
48,423,1,0,2,small
6,724,1,0,4,small
12,367,1,1,14,large
18,143,1,0,20,large
29,677,1,0,4,small
48,2015,1,0,34,large
42,131,1,0,4,small
4,19,1,1,4,small
6,3014,1,0,34,large
13,138,1,0,4,small
28,223,1,0,4,small
42,812,1,0,14,large
44,1,1,0,4,small
48,903,1,1,34,large
48,3134,1,0,14,large
51,290,1,1,14,large
12,1194,1,0,2,small
12,1881,1,0,4,small
30,101,1,0,34,large
48,1641,1,1,34,large
13,517,1,0,4,small
19,139,1,0,67,large
29,866,1,1,4,small
51,681,1,1,3,small
54,21,1,0,14,large
6,132,1,1,34,large
12,569,1,0,4,small
12,1600,1,0,15,large
13,126,1,1,34,large
32,257,1,0,20,large
39,696,1,1,14,large
1,77,1,1,4,small
41,44,1,1,2,small
48,25,1,0,6,small
53,218,2,0,14,large
53,337,1,0,20,large
13,104,1,0,34,large
16,123,2,0,4,small
26,100,1,1,2,small
39,214,1,0,34,large
47,571,1,0,4,small
6,2137,1,0,14,large
6,3294,1,0,3,small
13,460,1,0,5,small
17,882,1,0,2,small
31,92,1,0,4,small
48,1820,1,0,34,large
4,707,1,0,34,large
22,500,1,0,9,rej
26,884,1,0,20,large
37,223,1,0,20,large
42,841,1,0,4,small
21,63,1,0,20,large
39,19,1,0,34,large
47,947,1,0,4,small
49,144,1,0,3,small
51,405,1,0,4,small
6,1212,1,1,14,large
6,1246,1,0,1,small
6,2369,1,1,4,small
12,1406,1,0,34,large
42,507,1,0,4,small
45,808,1,1,34,large
13,593,1,0,4,small
24,510,1,0,14,large
48,2968,1,0,4,small
49,65,1,0,4,small
54,27,1,0,14,large
17,737,2,1,2,small
45,187,1,0,4,small
1,648,1,0,4,small
6,2180,1,0,4,small
9,234,1,0,6,small
37,200,1,0,4,small
40,31,1,1,2,small
42,440,1,0,6,small
55,450,1,0,2,small
4,689,1,1,4,small
29,722,1,0,6,small
42,430,1,1,14,large
48,2779,1,0,5,small
49,22,2,1,34,large
12,566,1,0,2,small
13,83,1,0,14,large
28,42,1,0,4,small
42,1064,1,1,4,small
47,536,1,0,14,large
48,1786,1,0,4,small
6,1996,1,0,2,small
8,62,1,1,34,large
21,535,1,0,34,large
36,885,1,1,4,small
55,286,1,0,14,large
4,395,1,1,4,small
17,172,2,1,4,small
24,431,1,1,2,small
37,600,1,1,14,large
12,250,3,0,4,small
18,699,1,0,14,large
27,300,2,1,4,small
39,576,1,0,34,large
47,452,1,0,34,large
12,46,1,0,4,small
34,173,1,0,20,large
45,235,1,0,34,large
12,54,1,0,4,small
17,260,1,0,4,small
22,29,1,0,14,large
24,389,1,0,15,large
37,208,1,0,4,small
48,2533,1,0,20,large
48,3157,1,1,4,small
26,120,1,0,15,large
36,313,1,1,14,large
47,173,1,0,4,small
47,410,1,0,34,large
48,1430,1,0,34,large
48,1890,1,0,14,large
6,229,1,0,4,small
12,2243,1,0,4,small
25,190,1,0,4,small
39,103,1,0,14,large
48,892,1,0,15,large
1,237,1,0,14,large
6,2734,1,0,2,small
13,298,1,0,14,large
37,141,1,0,6,small
48,1056,1,0,4,small
6,2075,1,1,34,large
9,251,1,0,4,small
13,1210,1,0,34,large
36,121,1,0,14,large
49,204,1,1,4,small
16,91,1,0,14,large
36,156,1,0,4,small
40,422,2,0,1,small
40,425,1,0,4,small
8,341,1,0,14,large
8,356,1,1,4,small
26,239,1,0,14,large
31,188,1,0,4,small
36,190,1,0,6,small
37,678,2,0,21,large
39,186,1,0,4,small
48,1981,1,0,4,small
48,2831,1,1,14,large
53,419,1,0,34,large
21,641,1,0,14,large
29,187,1,0,14,large
47,693,3,0,34,large
6,828,1,0,14,large
6,2715,1,0,4,small
12,82,1,1,34,large
26,135,1,0,4,small
47,478,1,0,4,small
48,669,1,0,4,small
48,3148,1,0,14,large
1,743,1,1,16,large
45,382,1,0,4,small
48,1065,1,0,2,small
4,415,1,0,14,large
12,1960,2,0,4,small
25,90,1,1,15,large
32,138,1,1,4,small
36,568,1,0,78,large
47,29,2,0,4,small
6,947,1,0,34,large
6,1407,1,1,14,large
25,337,1,0,34,large
35,190,1,0,15,large
36,928,1,0,6,small
47,405,1,0,6,small
13,1438,1,0,15,large
17,1013,1,1,14,large
22,131,1,0,2,small
34,338,1,0,14,large
47,825,1,0,2,small
15,98,1,0,34,large
24,155,1,0,4,small
26,446,1,0,5,small
40,302,1,1,15,large
48,717,2,0,34,large
8,167,1,1,4,small
8,404,1,1,34,large
13,1316,1,0,14,large
18,428,1,0,34,large
47,133,1,0,20,large
37,238,2,1,15,large
40,366,1,0,4,small
40,558,1,0,34,large
12,527,1,0,34,large
29,34,1,1,2,small
51,484,1,0,4,small
12,2005,1,0,4,small
13,1243,1,0,15,large
26,324,1,0,4,small
39,682,1,1,14,large
1,389,1,0,21,large
36,922,1,0,15,large
39,28,1,0,6,small
48,2020,1,0,16,large
22,348,1,0,15,large
36,59,1,1,34,large
42,849,1,1,4,small
12,1949,1,0,34,large
32,248,1,0,14,large
36,22,1,0,32,large
47,594,1,0,6,small
48,889,1,1,34,large
53,495,1,0,14,large
6,2132,1,0,34,large
6,3183,1,1,4,small
17,873,1,0,4,small
20,259,1,0,4,small
28,561,1,1,34,large
36,298,1,0,4,small
37,556,1,0,34,large
41,186,1,1,34,large
42,608,1,0,16,large
55,126,1,0,4,small
6,1687,1,1,4,small
18,691,1,0,4,small
22,7,1,0,2,small
48,155,1,0,4,small
12,60,1,0,4,small
13,152,1,0,1,small
17,881,1,1,4,small
48,163,1,0,4,small
12,934,1,0,4,small
17,1014,1,1,20,large
18,570,1,0,6,small
47,463,1,0,15,large
12,2645,1,0,34,large
26,847,1,0,14,large
29,491,1,1,14,large
34,491,1,1,15,large
12,1962,1,0,14,large
19,76,1,0,14,large
40,537,1,1,15,large
48,2192,1,1,4,small
20,86,1,1,4,small
37,7,1,0,34,large
49,142,1,0,20,large
53,516,1,0,4,small
54,160,1,0,14,large
5,193,3,0,14,large
6,1971,1,0,4,small
13,1156,1,0,4,small
22,398,1,0,4,small
32,74,1,0,4,small
37,1229,1,0,2,small
48,957,1,0,14,large
48,1808,1,0,4,small
6,2650,1,0,6,small
12,2277,1,0,34,large
25,109,1,0,6,small
55,516,1,0,6,small
24,92,1,0,14,large
26,143,1,0,14,large
48,1000,1,0,4,small
1,140,1,0,4,small
5,201,1,0,14,large
13,713,1,0,14,large
29,360,1,1,3,small
29,683,1,0,34,large
37,1004,1,0,6,small
48,113,1,1,15,large
55,219,2,1,4,small
1,142,1,1,4,small
18,142,1,0,4,small
25,57,1,0,4,small
49,87,1,1,4,small
6,184,1,0,2,small
6,1781,1,0,5,small
17,935,1,0,14,large
24,178,1,1,14,large
29,232,1,1,14,large
49,79,1,0,4,small
55,409,1,0,4,small
5,202,1,0,20,large
6,3364,1,1,4,small
8,81,2,1,14,large
12,2110,1,0,4,small
13,642,1,1,15,large
13,779,2,0,15,large
17,182,1,0,14,large
25,176,1,0,4,small
42,340,1,0,4,small
48,3024,1,0,4,small
8,594,1,0,6,small
21,259,1,1,14,large
25,168,1,0,4,small
26,794,1,0,6,small
39,412,1,0,6,small
48,2106,1,0,4,small
6,1977,1,0,4,small
12,1041,1,0,6,small
36,421,1,0,15,large
40,428,1,0,20,large
48,792,1,1,14,large
12,1267,1,0,1,small
13,887,1,0,6,small
29,705,1,0,34,large
6,2723,1,1,4,small
37,1107,1,0,34,large
48,2690,2,1,4,small
48,3156,1,0,14,large
4,820,1,0,4,small
12,318,1,0,34,large
37,1147,1,0,4,small
6,359,3,1,6,small
29,82,1,0,2,small
29,832,3,0,15,large
12,518,2,0,4,small
12,948,1,0,4,small
22,383,1,1,2,small
24,78,1,0,14,large
55,533,1,1,5,small
1,207,1,1,2,small
6,1150,2,1,2,small
13,47,1,0,34,large
47,370,2,1,2,small
48,1508,1,0,34,large
48,3185,1,0,34,large
51,3,1,1,4,small
55,9,1,1,4,small
4,146,1,1,4,small
12,155,1,1,16,large
23,14,1,1,34,large
28,56,1,0,4,small
48,1948,1,0,6,small
1,516,1,0,4,small
5,258,1,1,34,large
12,1963,1,0,34,large
17,614,1,0,4,small
23,118,1,1,14,large
36,124,1,0,32,large
37,1183,1,0,14,large
48,1543,1,1,4,small
48,2269,1,1,34,large
6,2932,1,1,4,small
17,867,4,1,4,small
17,941,1,1,4,small
31,190,1,0,34,large
34,40,1,0,4,small
41,234,1,1,6,small
13,1113,1,0,14,large
40,606,1,0,4,small
46,6,1,1,34,large
12,926,1,0,4,small
17,551,1,0,14,large
20,245,1,0,4,small
26,409,1,0,20,large
47,836,1,1,34,large
48,2714,3,0,20,large
51,518,1,1,34,large
54,28,1,1,4,small
6,1658,1,1,15,large
6,3064,1,1,34,large
12,2809,2,0,5,small
21,74,1,0,5,small
21,263,1,0,4,small
45,778,1,0,34,large
1,34,1,1,2,small
6,1295,1,0,4,small
25,161,1,0,15,large
39,1091,1,0,34,large
1,799,1,0,5,small
6,1428,1,0,4,small
18,344,1,0,4,small
18,357,2,0,4,small
21,91,1,1,4,small
39,97,1,1,34,large
34,60,3,1,34,large
37,779,1,1,4,small
41,235,1,0,5,small
44,74,1,1,2,small
48,4,1,1,4,small
12,2132,1,0,4,small
29,566,1,1,34,large
39,245,1,0,6,small
42,853,2,1,14,large
48,2517,1,0,14,large
17,2,1,0,14,large
18,228,1,1,14,large
21,264,1,0,4,small
22,683,1,0,15,large
28,62,1,0,34,large
39,730,1,0,14,large
12,116,1,0,14,large
12,2783,1,0,5,small
29,554,1,1,4,small
48,2411,1,1,6,small
48,2509,1,1,2,small
51,346,1,0,6,small
53,111,1,0,2,small
54,127,2,0,4,small
4,136,1,0,34,large
6,110,1,0,4,small
12,1332,1,1,4,small
17,91,1,0,34,large
26,441,1,0,4,small
45,399,3,1,4,small
45,702,1,0,4,small
4,553,1,0,15,large
9,79,1,1,14,large
12,1336,1,0,34,large
12,2800,1,0,4,small
18,54,1,1,4,small
25,183,1,1,14,large
34,464,1,0,34,large
39,994,1,0,14,large
48,898,2,0,4,small
6,3249,1,0,2,small
12,325,1,0,34,large
12,779,1,0,34,large
26,793,1,1,34,large
27,71,1,0,34,large
35,67,1,0,4,small
39,548,1,0,4,small
8,272,1,0,34,large
13,664,1,0,4,small
31,26,1,0,2,small
40,150,1,1,2,small
42,875,1,0,21,large
53,467,1,1,5,small
8,577,1,0,34,large
17,125,1,0,21,large
28,178,1,0,39,large
36,33,1,1,4,small
4,936,1,0,5,small
6,1665,1,0,4,small
22,239,1,1,4,small
26,692,1,0,4,small
45,14,1,1,4,small
48,1967,1,0,4,small
48,2057,1,0,34,large
53,502,1,0,4,small
6,1804,1,1,4,small
47,111,1,1,14,large
1,475,1,0,34,large
4,682,1,1,14,large
12,3038,1,0,6,small
13,135,1,0,6,small
18,603,1,0,4,small
26,807,1,0,4,small
30,59,1,0,4,small
36,320,1,1,5,small
40,552,1,1,21,large
51,580,1,0,14,large
8,228,1,1,15,large
12,1629,1,1,4,small
21,642,1,1,4,small
24,301,1,1,5,small
40,102,1,0,34,large
42,22,1,1,34,large
18,509,1,0,15,large
49,246,1,0,4,small
26,618,1,1,34,large
32,214,1,1,4,small
45,686,1,0,15,large
51,359,2,0,14,large
6,1897,1,0,6,small
18,66,1,0,34,large
48,2329,1,1,34,large
18,512,1,0,14,large
48,272,1,0,15,large
48,278,1,0,15,large
46,87,1,0,21,large
13,556,1,0,15,large
17,803,1,0,20,large
33,4,1,0,34,large
36,430,1,0,14,large
51,209,2,1,20,large
4,812,1,0,4,small
6,1499,1,0,4,small
19,91,1,0,20,large
48,1418,1,0,4,small
53,308,1,0,34,large
55,309,1,0,20,large
12,366,1,0,4,small
17,245,1,0,4,small
29,852,1,0,4,small
47,121,1,0,2,small
1,56,1,1,14,large
6,732,1,1,4,small
24,38,1,0,4,small
34,195,1,0,20,large
40,607,1,1,14,large
6,1385,1,0,34,large
12,526,1,0,14,large
27,171,1,0,2,small
40,255,1,0,4,small
2,11,1,0,15,large
13,446,1,0,4,small
13,954,1,1,14,large
1,690,1,0,4,small
6,1296,1,0,14,large
10,88,1,0,2,small
17,498,1,1,14,large
27,196,1,0,34,large
36,382,1,0,4,small
39,861,1,0,14,large
48,1982,1,1,14,large
6,183,1,0,2,small
26,176,1,0,2,small
28,89,1,1,15,large
28,469,1,0,4,small
31,198,1,1,34,large
37,923,1,1,2,small
6,3091,1,0,4,small
21,348,1,0,34,large
31,100,1,0,4,small
42,1005,1,0,5,small
13,853,1,0,2,small
48,2351,1,1,4,small
13,1323,1,1,4,small
19,36,1,0,4,small
37,666,1,1,2,small
47,9,1,0,2,small
12,1807,1,0,2,small
18,219,1,0,4,small
25,342,1,0,14,large
42,883,1,0,4,small
48,162,1,0,4,small
29,243,1,0,2,small
48,2490,1,0,4,small
6,1783,1,1,15,large
12,592,2,0,6,small
12,905,1,0,34,large
12,1832,1,0,34,large
37,375,1,0,14,large
40,519,1,0,6,small
48,1449,1,0,15,large
48,1673,1,0,5,small
53,206,1,1,14,large
54,16,1,0,16,large
4,595,1,1,2,small
28,478,2,0,4,small
45,313,1,1,14,large
45,537,1,1,4,small
6,1970,3,0,34,large
12,1273,1,0,67,large
12,2744,1,0,4,small
18,753,1,0,15,large
36,474,1,1,34,large
39,1066,1,1,20,large
42,98,1,0,20,large
48,538,1,0,4,small
1,678,1,1,34,large
8,3,1,1,3,small
12,579,1,1,4,small
12,1309,1,0,4,small
20,271,1,0,34,large
29,239,1,1,4,small
48,546,1,1,4,small
4,645,1,1,34,large
13,389,1,0,4,small
6,3117,1,0,34,large
12,1128,1,1,4,small
12,2943,1,1,2,small
28,525,1,0,4,small
29,133,1,0,4,small
29,420,1,0,4,small
34,421,1,0,4,small
37,325,1,1,15,large
4,785,1,0,34,large
19,223,1,0,4,small
21,579,1,0,4,small
22,101,1,1,14,large
22,216,1,0,4,small
29,125,1,0,4,small
37,404,1,0,4,small
49,210,1,0,34,large
17,88,2,1,4,small
20,363,1,0,14,large
37,537,1,0,20,large
48,548,1,0,2,small
42,902,1,0,2,small
48,3262,1,1,34,large
13,558,1,1,34,large
20,92,1,0,6,small
28,14,1,0,1,small
30,23,1,0,14,large
37,493,1,1,34,large
53,63,1,0,14,large
4,464,1,0,34,large
6,2836,1,1,34,large
29,568,1,1,4,small
30,15,1,0,14,large
51,99,1,0,14,large
6,975,1,0,4,small
18,207,2,0,34,large
29,400,1,0,34,large
35,337,1,0,34,large
37,28,1,1,4,small
48,2539,1,0,14,large
17,406,1,1,34,large
23,146,1,1,34,large
24,374,4,1,2,small
25,315,1,1,4,small
1,501,1,0,4,small
17,440,1,1,4,small
18,416,1,0,20,large
24,471,2,0,5,small
29,589,1,0,6,small
32,55,1,1,34,large
55,57,1,1,14,large
6,2175,1,0,20,large
10,55,2,0,14,large
12,2386,1,0,2,small
37,1134,1,0,4,small
39,933,1,1,14,large
42,1079,1,0,4,small
48,3075,1,0,6,small
12,2415,1,0,4,small
13,910,1,1,2,small
32,254,1,0,4,small
40,158,1,0,34,large
42,138,1,0,4,small
1,176,1,1,34,large
12,925,1,0,4,small
19,71,1,0,34,large
12,1975,2,0,4,small
12,2929,1,1,6,small
37,798,1,1,2,small
40,145,1,1,4,small
45,668,1,0,34,large
6,2418,1,0,4,small
12,2368,1,0,4,small
26,642,2,0,14,large
30,121,1,0,14,large
48,154,1,0,4,small
12,2479,1,0,14,large
12,2541,1,0,4,small
26,752,1,0,6,small
29,822,1,1,2,small
37,855,1,0,34,large
4,59,1,0,4,small
12,1233,1,0,14,large
27,146,1,0,15,large
27,251,1,0,67,large
28,25,1,0,15,large
39,368,1,0,14,large
48,2126,1,0,34,large
18,503,1,0,14,large
1,704,1,0,4,small
12,1086,1,0,34,large
22,64,1,0,34,large
45,279,1,1,4,small
11,2,1,1,4,small
42,725,1,1,4,small
6,1148,1,0,14,large
24,107,1,1,4,small
28,301,1,0,4,small
48,825,1,0,34,large
17,769,1,1,4,small
37,664,1,0,3,small
47,493,1,0,4,small
48,197,1,0,34,large
48,315,1,0,34,large
4,288,1,0,15,large
12,2825,1,1,2,small
39,541,1,0,14,large
39,1009,1,1,4,small
41,109,1,0,34,large
42,78,2,1,34,large
5,142,1,0,6,small
37,577,1,0,14,large
48,1703,1,0,34,large
51,1,1,0,34,large
1,843,1,0,34,large
17,824,1,1,4,small
42,421,1,1,9,rej
6,2056,1,1,4,small
12,1846,1,0,34,large
13,21,1,0,4,small
42,279,1,1,20,large
48,1488,1,0,4,small
48,2391,1,0,14,large
6,2613,1,1,4,small
8,42,1,1,4,small
21,272,1,0,4,small
37,486,5,1,34,large
4,248,1,1,21,large
6,32,1,0,15,large
17,25,2,1,14,large
17,837,1,0,34,large
22,516,1,0,14,large
48,3212,1,0,4,small
51,161,1,0,4,small
1,299,1,0,14,large
4,519,1,1,34,large
6,2265,1,0,6,small
12,697,1,0,4,small
12,1568,1,0,20,large
13,263,1,0,4,small
55,268,1,1,4,small
36,939,1,0,4,small
45,710,1,0,4,small
47,180,1,0,4,small
6,2709,1,0,14,large
25,294,1,1,14,large
32,207,1,1,4,small
49,119,1,0,15,large
5,12,1,0,4,small
6,1282,1,0,14,large
12,1229,1,0,16,large
12,3044,1,0,14,large
32,59,1,0,4,small
51,135,1,0,6,small
12,2600,1,0,6,small
17,826,1,1,3,small
21,187,1,0,14,large
1,436,1,0,6,small
6,433,1,0,20,large
34,494,1,1,3,small
41,179,1,0,1,small
42,702,1,0,20,large
41,82,1,1,14,large
42,386,1,1,6,small
42,741,2,0,4,small
45,311,1,0,15,large
17,175,1,0,14,large
24,226,1,0,14,large
37,765,1,0,20,large
41,207,1,0,20,large
45,161,1,1,4,small
48,161,1,0,15,large
26,339,1,1,14,large
39,445,1,1,4,small
41,75,1,1,14,large
45,789,1,1,4,small
47,800,1,0,14,large
48,2702,1,0,15,large
53,246,1,0,67,large
12,2403,1,0,34,large
16,71,1,0,34,large
37,1130,1,0,6,small
39,437,1,0,4,small
34,118,1,0,4,small
36,904,1,0,1,small
1,544,1,0,34,large
12,1107,1,0,14,large
37,968,1,0,20,large
12,462,1,0,15,large
19,37,1,1,14,large
22,244,2,0,4,small
39,638,1,0,34,large
48,3128,1,1,34,large
12,1742,1,0,20,large
18,629,1,0,14,large
22,114,1,0,4,small
27,279,1,0,4,small
49,127,1,0,4,small
39,707,1,0,34,large
1,71,1,0,14,large
6,2444,1,1,2,small
13,1268,1,0,4,small
36,437,1,0,4,small
12,933,1,0,4,small
12,2808,1,0,20,large
17,920,1,0,14,large
21,660,1,0,34,large
29,252,1,0,34,large
39,68,1,0,4,small
42,409,1,0,34,large
